[-84.259521, 20.190948]
[-84.230377, 20.190948]
[-84.201225, 20.190948]
[-84.172073, 20.190948]
[-84.142921, 20.190948]
[-84.11377, 20.190948]
[-84.084625, 20.190948]
[-84.055473, 20.190948]
[-84.026321, 20.190948]
[-83.997169, 20.190948]
[-83.968018, 20.190948]
[-83.938873, 20.190948]
[-83.909721, 20.190948]
[-83.880569, 20.190948]
[-83.851418, 20.190948]
[-83.822266, 20.190948]
[-83.793121, 20.190948]
[-83.763969, 20.190948]
[-83.734818, 20.190948]
[-83.705666, 20.190948]
[-83.676514, 20.190948]
[-83.647369, 20.190948]
[-83.618217, 20.190948]
[-83.589066, 20.190948]
[-83.559914, 20.190948]
[-83.530762, 20.190948]
[-83.501617, 20.190948]
[-83.472466, 20.190948]
[-83.443314, 20.190948]
[-83.414162, 20.190948]
[-83.38501, 20.190948]
[-83.355865, 20.190948]
[-83.326714, 20.190948]
[-83.297562, 20.190948]
[-83.26841, 20.190948]
[-83.239258, 20.190948]
[-83.210114, 20.190948]
[-83.180962, 20.190948]
[-83.15181, 20.190948]
[-83.122658, 20.190948]
[-83.093513, 20.190948]
[-83.064362, 20.190948]
[-83.03521, 20.190948]
[-83.006058, 20.190948]
[-82.976906, 20.190948]
[-82.947762, 20.190948]
[-82.91861, 20.190948]
[-82.889458, 20.190948]
[-82.860306, 20.190948]
[-82.831154, 20.190948]
[-82.80201, 20.190948]
[-82.772858, 20.190948]
[-82.743706, 20.190948]
[-82.714554, 20.190948]
[-82.685402, 20.190948]
[-82.656258, 20.190948]
[-82.627106, 20.190948]
[-82.597954, 20.190948]
[-82.568802, 20.190948]
[-82.53965, 20.190948]
[-82.510506, 20.190948]
[-82.481354, 20.190948]
[-82.452202, 20.190948]
[-82.42305, 20.190948]
[-82.393898, 20.190948]
[-82.364754, 20.190948]
[-82.335602, 20.190948]
[-82.30645, 20.190948]
[-82.277298, 20.190948]
[-82.248146, 20.190948]
[-82.219002, 20.190948]
[-82.18985, 20.190948]
[-82.160698, 20.190948]
[-82.131546, 20.190948]
[-82.102394, 20.190948]
[-82.07325, 20.190948]
[-82.044098, 20.190948]
[-82.014946, 20.190948]
[-81.985794, 20.190948]
[-81.956642, 20.190948]
[-81.927498, 20.190948]
[-81.898346, 20.190948]
[-81.869194, 20.190948]
[-81.840042, 20.190948]
[-81.810898, 20.190948]
[-81.781746, 20.190948]
[-81.752594, 20.190948]
[-81.723442, 20.190948]
[-81.69429, 20.190948]
[-81.665146, 20.190948]
[-81.635994, 20.190948]
[-81.606842, 20.190948]
[-81.57769, 20.190948]
[-81.548538, 20.190948]
[-81.519394, 20.190948]
[-81.490242, 20.190948]
[-81.46109, 20.190948]
[-81.431938, 20.190948]
[-81.402786, 20.190948]
[-81.373642, 20.190948]
[-81.34449, 20.190948]
[-81.315338, 20.190948]
[-81.286186, 20.190948]
[-81.257034, 20.190948]
[-81.22789, 20.190948]
[-81.198738, 20.190948]
[-81.169586, 20.190948]
[-81.140434, 20.190948]
[-81.111282, 20.190948]
[-81.082138, 20.190948]
[-81.052986, 20.190948]
[-81.023834, 20.190948]
[-80.994682, 20.190948]
[-80.96553, 20.190948]
[-80.936386, 20.190948]
[-80.907234, 20.190948]
[-80.878082, 20.190948]
[-80.84893, 20.190948]
[-80.819778, 20.190948]
[-80.790634, 20.190948]
[-80.761482, 20.190948]
[-80.73233, 20.190948]
[-80.703178, 20.190948]
[-80.674026, 20.190948]
[-80.644882, 20.190948]
[-80.61573, 20.190948]
[-80.586578, 20.190948]
[-80.557426, 20.190948]
[-80.528275, 20.190948]
[-80.49913, 20.190948]
[-80.469978, 20.190948]
[-80.440826, 20.190948]
[-80.411674, 20.190948]
[-80.38253, 20.190948]
[-80.353378, 20.190948]
[-80.324226, 20.190948]
[-80.295074, 20.190948]
[-80.265923, 20.190948]
[-80.236778, 20.190948]
[-80.207626, 20.190948]
[-80.178474, 20.190948]
[-80.149323, 20.190948]
[-80.120171, 20.190948]
[-80.091026, 20.190948]
[-80.061874, 20.190948]
[-80.032722, 20.190948]
[-80.003571, 20.190948]
[-79.974419, 20.190948]
[-79.945274, 20.190948]
[-79.916122, 20.190948]
[-79.886971, 20.190948]
[-79.857819, 20.190948]
[-79.828667, 20.190948]
[-79.799522, 20.190948]
[-79.77037, 20.190948]
[-79.741219, 20.190948]
[-79.712067, 20.190948]
[-79.682915, 20.190948]
[-79.65377, 20.190948]
[-79.624619, 20.190948]
[-79.595467, 20.190948]
[-79.566315, 20.190948]
[-79.537163, 20.190948]
[-79.508018, 20.190948]
[-79.478867, 20.190948]
[-79.449715, 20.190948]
[-79.420563, 20.190948]
[-79.391411, 20.190948]
[-79.362267, 20.190948]
[-79.333115, 20.190948]
[-79.303963, 20.190948]
[-79.274811, 20.190948]
[-79.245659, 20.190948]
[-79.216515, 20.190948]
[-79.187363, 20.190948]
[-79.158211, 20.190948]
[-79.129059, 20.190948]
[-79.099907, 20.190948]
[-79.070763, 20.190948]
[-79.041611, 20.190948]
[-79.012459, 20.190948]
[-78.983307, 20.190948]
[-78.954163, 20.190948]
[-78.925011, 20.190948]
[-78.895859, 20.190948]
[-78.866707, 20.190948]
[-78.837555, 20.190948]
[-78.808411, 20.190948]
[-78.779259, 20.190948]
[-78.750107, 20.190948]
[-78.720955, 20.190948]
[-78.691803, 20.190948]
[-78.662659, 20.190948]
[-78.633507, 20.190948]
[-78.604355, 20.190948]
[-78.575203, 20.190948]
[-78.546051, 20.190948]
[-78.516907, 20.190948]
[-78.487755, 20.190948]
[-78.458603, 20.190948]
[-78.429451, 20.190948]
[-78.400299, 20.190948]
[-78.371155, 20.190948]
[-78.342003, 20.190948]
[-78.312851, 20.190948]
[-78.283699, 20.190948]
[-78.254547, 20.190948]
[-78.225403, 20.190948]
[-78.196251, 20.190948]
[-78.167099, 20.190948]
[-78.137947, 20.190948]
[-78.108795, 20.190948]
[-78.079651, 20.190948]
[-78.050499, 20.190948]
[-78.021347, 20.190948]
[-77.992195, 20.190948]
[-77.963043, 20.190948]
[-77.933899, 20.190948]
[-77.904747, 20.190948]
[-77.875595, 20.190948]
[-77.846443, 20.190948]
[-77.817291, 20.190948]
[-77.788147, 20.190948]
[-77.758995, 20.190948]
[-77.729843, 20.190948]
[-77.700691, 20.190948]
[-77.671539, 20.190948]
[-77.642395, 20.190948]
[-77.613243, 20.190948]
[-77.584091, 20.190948]
[-77.554939, 20.190948]
[-77.525795, 20.190948]
[-77.496643, 20.190948]
[-77.467491, 20.190948]
[-77.438339, 20.190948]
[-77.409187, 20.190948]
[-77.380043, 20.190948]
[-77.350891, 20.190948]
[-77.321739, 20.190948]
[-77.292587, 20.190948]
[-77.263435, 20.190948]
[-77.234291, 20.190948]
[-77.205139, 20.190948]
[-77.175987, 20.190948]
[-77.146835, 20.190948]
[-77.117683, 20.190948]
[-77.088539, 20.190948]
[-77.059387, 20.190948]
[-77.030235, 20.190948]
[-77.001083, 20.190948]
[-76.971931, 20.190948]
[-76.942787, 20.190948]
[-76.913635, 20.190948]
[-76.884483, 20.190948]
[-76.855331, 20.190948]
[-76.82618, 20.190948]
[-76.797035, 20.190948]
[-76.767883, 20.190948]
[-76.738731, 20.190948]
[-76.709579, 20.190948]
[-76.680428, 20.190948]
[-76.651283, 20.190948]
[-76.622131, 20.190948]
[-76.592979, 20.190948]
[-76.563828, 20.190948]
[-76.534676, 20.190948]
[-76.505531, 20.190948]
[-76.476379, 20.190948]
[-76.447227, 20.190948]
[-76.418076, 20.190948]
[-76.388924, 20.190948]
[-76.359779, 20.190948]
[-76.330627, 20.190948]
[-76.301476, 20.190948]
[-76.272324, 20.190948]
[-76.243179, 20.190948]
[-76.214027, 20.190948]
[-76.184875, 20.190948]
[-76.155724, 20.190948]
[-76.126572, 20.190948]
[-76.097427, 20.190948]
[-76.068275, 20.190948]
[-76.039124, 20.190948]
[-76.009972, 20.190948]
[-75.98082, 20.190948]
[-75.951675, 20.190948]
[-75.922523, 20.190948]
[-75.893372, 20.190948]
[-75.86422, 20.190948]
[-75.835068, 20.190948]
[-75.805923, 20.190948]
[-75.776772, 20.190948]
[-75.74762, 20.190948]
[-75.718468, 20.190948]
[-75.689316, 20.190948]
[-75.660172, 20.190948]
[-75.63102, 20.190948]
[-75.601868, 20.190948]
[-75.572716, 20.190948]
[-75.543564, 20.190948]
[-75.51442, 20.190948]
[-75.485268, 20.190948]
[-75.456116, 20.190948]
[-75.426964, 20.190948]
[-75.397812, 20.190948]
[-75.368668, 20.190948]
[-75.339516, 20.190948]
[-75.310364, 20.190948]
[-75.281212, 20.190948]
[-75.25206, 20.190948]
[-75.222916, 20.190948]
[-75.193764, 20.190948]
[-75.164612, 20.190948]
[-75.13546, 20.190948]
[-75.106308, 20.190948]
[-75.077164, 20.190948]
[-75.048012, 20.190948]
[-75.01886, 20.190948]
[-74.989708, 20.190948]
[-74.960556, 20.190948]
[-74.931412, 20.190948]
[-74.90226, 20.190948]
[-74.873108, 20.190948]
[-74.843956, 20.190948]
[-74.814804, 20.190948]
[-74.78566, 20.190948]
[-74.756508, 20.190948]
[-74.727356, 20.190948]
[-74.698204, 20.190948]
[-74.66906, 20.190948]
[-74.639908, 20.190948]
[-74.610756, 20.190948]
[-74.581604, 20.190948]
[-74.552452, 20.190948]
[-74.523308, 20.190948]
[-74.494156, 20.190948]
[-74.465004, 20.190948]
[-74.435852, 20.190948]
[-74.4067, 20.190948]
[-74.377556, 20.190948]
[-74.348404, 20.190948]
[-74.319252, 20.190948]
[-74.2901, 20.190948]
[-74.260948, 20.190948]
[-74.231804, 20.190948]
[-74.202652, 20.190948]
[-74.1735, 20.190948]
[-74.144348, 20.190948]
[-74.115196, 20.190948]
[-74.086052, 20.190948]
[-74.0569, 20.190948]
[-74.027748, 20.190948]
[-73.998596, 20.190948]
[-73.969444, 20.190948]
[-73.9403, 20.190948]
[-73.911148, 20.190948]
[-73.881996, 20.190948]
[-73.852844, 20.190948]
[-73.823692, 20.190948]
[-73.794548, 20.190948]
[-73.765396, 20.190948]
[-85.717041, 20.218307]
[-85.687889, 20.218307]
[-85.658745, 20.218307]
[-85.629593, 20.218307]
[-85.600441, 20.218307]
[-85.571289, 20.218307]
[-85.542137, 20.218307]
[-85.512993, 20.218307]
[-85.483841, 20.218307]
[-85.454689, 20.218307]
[-85.425537, 20.218307]
[-85.396385, 20.218307]
[-85.367241, 20.218307]
[-85.338089, 20.218307]
[-85.308937, 20.218307]
[-85.279785, 20.218307]
[-85.250633, 20.218307]
[-85.221489, 20.218307]
[-85.192337, 20.218307]
[-85.163185, 20.218307]
[-85.134033, 20.218307]
[-85.104881, 20.218307]
[-85.075737, 20.218307]
[-85.046585, 20.218307]
[-85.017433, 20.218307]
[-84.988281, 20.218307]
[-84.959129, 20.218307]
[-84.929985, 20.218307]
[-84.900833, 20.218307]
[-84.871681, 20.218307]
[-84.842529, 20.218307]
[-84.813377, 20.218307]
[-84.784233, 20.218307]
[-84.755081, 20.218307]
[-84.725929, 20.218307]
[-84.696777, 20.218307]
[-84.667633, 20.218307]
[-84.638481, 20.218307]
[-84.609329, 20.218307]
[-84.580177, 20.218307]
[-84.551025, 20.218307]
[-84.521881, 20.218307]
[-84.492729, 20.218307]
[-84.463577, 20.218307]
[-84.434425, 20.218307]
[-84.405273, 20.218307]
[-84.376129, 20.218307]
[-84.346977, 20.218307]
[-84.317825, 20.218307]
[-84.288673, 20.218307]
[-84.259521, 20.218307]
[-84.230377, 20.218307]
[-84.201225, 20.218307]
[-84.172073, 20.218307]
[-84.142921, 20.218307]
[-84.11377, 20.218307]
[-84.084625, 20.218307]
[-84.055473, 20.218307]
[-84.026321, 20.218307]
[-83.997169, 20.218307]
[-83.968018, 20.218307]
[-83.938873, 20.218307]
[-83.909721, 20.218307]
[-83.880569, 20.218307]
[-83.851418, 20.218307]
[-83.822266, 20.218307]
[-83.793121, 20.218307]
[-83.763969, 20.218307]
[-83.734818, 20.218307]
[-83.705666, 20.218307]
[-83.676514, 20.218307]
[-83.647369, 20.218307]
[-83.618217, 20.218307]
[-83.589066, 20.218307]
[-83.559914, 20.218307]
[-83.530762, 20.218307]
[-83.501617, 20.218307]
[-83.472466, 20.218307]
[-83.443314, 20.218307]
[-83.414162, 20.218307]
[-83.38501, 20.218307]
[-83.355865, 20.218307]
[-83.326714, 20.218307]
[-83.297562, 20.218307]
[-83.26841, 20.218307]
[-83.239258, 20.218307]
[-83.210114, 20.218307]
[-83.180962, 20.218307]
[-83.15181, 20.218307]
[-83.122658, 20.218307]
[-83.093513, 20.218307]
[-83.064362, 20.218307]
[-83.03521, 20.218307]
[-83.006058, 20.218307]
[-82.976906, 20.218307]
[-82.947762, 20.218307]
[-82.91861, 20.218307]
[-82.889458, 20.218307]
[-82.860306, 20.218307]
[-82.831154, 20.218307]
[-82.80201, 20.218307]
[-82.772858, 20.218307]
[-82.743706, 20.218307]
[-82.714554, 20.218307]
[-82.685402, 20.218307]
[-82.656258, 20.218307]
[-82.627106, 20.218307]
[-82.597954, 20.218307]
[-82.568802, 20.218307]
[-82.53965, 20.218307]
[-82.510506, 20.218307]
[-82.481354, 20.218307]
[-82.452202, 20.218307]
[-82.42305, 20.218307]
[-82.393898, 20.218307]
[-82.364754, 20.218307]
[-82.335602, 20.218307]
[-82.30645, 20.218307]
[-82.277298, 20.218307]
[-82.248146, 20.218307]
[-82.219002, 20.218307]
[-82.18985, 20.218307]
[-82.160698, 20.218307]
[-82.131546, 20.218307]
[-82.102394, 20.218307]
[-82.07325, 20.218307]
[-82.044098, 20.218307]
[-82.014946, 20.218307]
[-81.985794, 20.218307]
[-81.956642, 20.218307]
[-81.927498, 20.218307]
[-81.898346, 20.218307]
[-81.869194, 20.218307]
[-81.840042, 20.218307]
[-81.810898, 20.218307]
[-81.781746, 20.218307]
[-81.752594, 20.218307]
[-81.723442, 20.218307]
[-81.69429, 20.218307]
[-81.665146, 20.218307]
[-81.635994, 20.218307]
[-81.606842, 20.218307]
[-81.57769, 20.218307]
[-81.548538, 20.218307]
[-81.519394, 20.218307]
[-81.490242, 20.218307]
[-81.46109, 20.218307]
[-81.431938, 20.218307]
[-81.402786, 20.218307]
[-81.373642, 20.218307]
[-81.34449, 20.218307]
[-81.315338, 20.218307]
[-81.286186, 20.218307]
[-81.257034, 20.218307]
[-81.22789, 20.218307]
[-81.198738, 20.218307]
[-81.169586, 20.218307]
[-81.140434, 20.218307]
[-81.111282, 20.218307]
[-81.082138, 20.218307]
[-81.052986, 20.218307]
[-81.023834, 20.218307]
[-80.994682, 20.218307]
[-80.96553, 20.218307]
[-80.936386, 20.218307]
[-80.907234, 20.218307]
[-80.878082, 20.218307]
[-80.84893, 20.218307]
[-80.819778, 20.218307]
[-80.790634, 20.218307]
[-80.761482, 20.218307]
[-80.73233, 20.218307]
[-80.703178, 20.218307]
[-80.674026, 20.218307]
[-80.644882, 20.218307]
[-80.61573, 20.218307]
[-80.586578, 20.218307]
[-80.557426, 20.218307]
[-80.528275, 20.218307]
[-80.49913, 20.218307]
[-80.469978, 20.218307]
[-80.440826, 20.218307]
[-80.411674, 20.218307]
[-80.38253, 20.218307]
[-80.353378, 20.218307]
[-80.324226, 20.218307]
[-80.295074, 20.218307]
[-80.265923, 20.218307]
[-80.236778, 20.218307]
[-80.207626, 20.218307]
[-80.178474, 20.218307]
[-80.149323, 20.218307]
[-80.120171, 20.218307]
[-80.091026, 20.218307]
[-80.061874, 20.218307]
[-80.032722, 20.218307]
[-80.003571, 20.218307]
[-79.974419, 20.218307]
[-79.945274, 20.218307]
[-79.916122, 20.218307]
[-79.886971, 20.218307]
[-79.857819, 20.218307]
[-79.828667, 20.218307]
[-79.799522, 20.218307]
[-79.77037, 20.218307]
[-79.741219, 20.218307]
[-79.712067, 20.218307]
[-79.682915, 20.218307]
[-79.65377, 20.218307]
[-79.624619, 20.218307]
[-79.595467, 20.218307]
[-79.566315, 20.218307]
[-79.537163, 20.218307]
[-79.508018, 20.218307]
[-79.478867, 20.218307]
[-79.449715, 20.218307]
[-79.420563, 20.218307]
[-79.391411, 20.218307]
[-79.362267, 20.218307]
[-79.333115, 20.218307]
[-79.303963, 20.218307]
[-79.274811, 20.218307]
[-79.245659, 20.218307]
[-79.216515, 20.218307]
[-79.187363, 20.218307]
[-79.158211, 20.218307]
[-79.129059, 20.218307]
[-79.099907, 20.218307]
[-79.070763, 20.218307]
[-79.041611, 20.218307]
[-79.012459, 20.218307]
[-78.983307, 20.218307]
[-78.954163, 20.218307]
[-78.925011, 20.218307]
[-78.895859, 20.218307]
[-78.866707, 20.218307]
[-78.837555, 20.218307]
[-78.808411, 20.218307]
[-78.779259, 20.218307]
[-78.750107, 20.218307]
[-78.720955, 20.218307]
[-78.691803, 20.218307]
[-78.662659, 20.218307]
[-78.633507, 20.218307]
[-78.604355, 20.218307]
[-78.575203, 20.218307]
[-78.546051, 20.218307]
[-78.516907, 20.218307]
[-78.487755, 20.218307]
[-78.458603, 20.218307]
[-78.429451, 20.218307]
[-78.400299, 20.218307]
[-78.371155, 20.218307]
[-78.342003, 20.218307]
[-78.312851, 20.218307]
[-78.283699, 20.218307]
[-78.254547, 20.218307]
[-78.225403, 20.218307]
[-78.196251, 20.218307]
[-78.167099, 20.218307]
[-78.137947, 20.218307]
[-78.108795, 20.218307]
[-78.079651, 20.218307]
[-78.050499, 20.218307]
[-78.021347, 20.218307]
[-77.992195, 20.218307]
[-77.963043, 20.218307]
[-77.933899, 20.218307]
[-77.904747, 20.218307]
[-77.875595, 20.218307]
[-77.846443, 20.218307]
[-77.817291, 20.218307]
[-77.788147, 20.218307]
[-77.758995, 20.218307]
[-77.729843, 20.218307]
[-77.700691, 20.218307]
[-77.671539, 20.218307]
[-77.642395, 20.218307]
[-77.613243, 20.218307]
[-77.584091, 20.218307]
[-77.554939, 20.218307]
[-77.525795, 20.218307]
[-77.496643, 20.218307]
[-77.467491, 20.218307]
[-77.438339, 20.218307]
[-77.409187, 20.218307]
[-77.380043, 20.218307]
[-77.350891, 20.218307]
[-77.321739, 20.218307]
[-77.292587, 20.218307]
[-77.263435, 20.218307]
[-77.234291, 20.218307]
[-77.205139, 20.218307]
[-77.175987, 20.218307]
[-77.146835, 20.218307]
[-77.117683, 20.218307]
[-77.088539, 20.218307]
[-77.059387, 20.218307]
[-77.030235, 20.218307]
[-77.001083, 20.218307]
[-76.971931, 20.218307]
[-76.942787, 20.218307]
[-76.913635, 20.218307]
[-76.884483, 20.218307]
[-76.855331, 20.218307]
[-76.82618, 20.218307]
[-76.797035, 20.218307]
[-76.767883, 20.218307]
[-76.738731, 20.218307]
[-76.709579, 20.218307]
[-76.680428, 20.218307]
[-76.651283, 20.218307]
[-76.622131, 20.218307]
[-76.592979, 20.218307]
[-76.563828, 20.218307]
[-76.534676, 20.218307]
[-76.505531, 20.218307]
[-76.476379, 20.218307]
[-76.447227, 20.218307]
[-76.418076, 20.218307]
[-76.388924, 20.218307]
[-76.359779, 20.218307]
[-76.330627, 20.218307]
[-76.301476, 20.218307]
[-76.272324, 20.218307]
[-76.243179, 20.218307]
[-76.214027, 20.218307]
[-76.184875, 20.218307]
[-76.155724, 20.218307]
[-76.126572, 20.218307]
[-76.097427, 20.218307]
[-76.068275, 20.218307]
[-76.039124, 20.218307]
[-76.009972, 20.218307]
[-75.98082, 20.218307]
[-75.951675, 20.218307]
[-75.922523, 20.218307]
[-75.893372, 20.218307]
[-75.86422, 20.218307]
[-75.835068, 20.218307]
[-75.805923, 20.218307]
[-75.776772, 20.218307]
[-75.74762, 20.218307]
[-75.718468, 20.218307]
[-75.689316, 20.218307]
[-75.660172, 20.218307]
[-75.63102, 20.218307]
[-75.601868, 20.218307]
[-75.572716, 20.218307]
[-75.543564, 20.218307]
[-75.51442, 20.218307]
[-75.485268, 20.218307]
[-75.456116, 20.218307]
[-75.426964, 20.218307]
[-75.397812, 20.218307]
[-75.368668, 20.218307]
[-75.339516, 20.218307]
[-75.310364, 20.218307]
[-75.281212, 20.218307]
[-75.25206, 20.218307]
[-75.222916, 20.218307]
[-75.193764, 20.218307]
[-75.164612, 20.218307]
[-75.13546, 20.218307]
[-75.106308, 20.218307]
[-75.077164, 20.218307]
[-75.048012, 20.218307]
[-75.01886, 20.218307]
[-74.989708, 20.218307]
[-74.960556, 20.218307]
[-74.931412, 20.218307]
[-74.90226, 20.218307]
[-74.873108, 20.218307]
[-74.843956, 20.218307]
[-74.814804, 20.218307]
[-74.78566, 20.218307]
[-74.756508, 20.218307]
[-74.727356, 20.218307]
[-74.698204, 20.218307]
[-74.66906, 20.218307]
[-74.639908, 20.218307]
[-74.610756, 20.218307]
[-74.581604, 20.218307]
[-74.552452, 20.218307]
[-74.523308, 20.218307]
[-74.494156, 20.218307]
[-74.465004, 20.218307]
[-74.435852, 20.218307]
[-74.4067, 20.218307]
[-74.377556, 20.218307]
[-74.348404, 20.218307]
[-74.319252, 20.218307]
[-74.2901, 20.218307]
[-74.260948, 20.218307]
[-74.231804, 20.218307]
[-74.202652, 20.218307]
[-74.1735, 20.218307]
[-74.144348, 20.218307]
[-74.115196, 20.218307]
[-74.086052, 20.218307]
[-74.0569, 20.218307]
[-74.027748, 20.218307]
[-73.998596, 20.218307]
[-73.969444, 20.218307]
[-73.9403, 20.218307]
[-73.911148, 20.218307]
[-73.881996, 20.218307]
[-73.852844, 20.218307]
[-73.823692, 20.218307]
[-73.794548, 20.218307]
[-73.765396, 20.218307]
[-85.717041, 20.245659]
[-85.687889, 20.245659]
[-85.658745, 20.245659]
[-85.629593, 20.245659]
[-85.600441, 20.245659]
[-85.571289, 20.245659]
[-85.542137, 20.245659]
[-85.512993, 20.245659]
[-85.483841, 20.245659]
[-85.454689, 20.245659]
[-85.425537, 20.245659]
[-85.396385, 20.245659]
[-85.367241, 20.245659]
[-85.338089, 20.245659]
[-85.308937, 20.245659]
[-85.279785, 20.245659]
[-85.250633, 20.245659]
[-85.221489, 20.245659]
[-85.192337, 20.245659]
[-85.163185, 20.245659]
[-85.134033, 20.245659]
[-85.104881, 20.245659]
[-85.075737, 20.245659]
[-85.046585, 20.245659]
[-85.017433, 20.245659]
[-84.988281, 20.245659]
[-84.959129, 20.245659]
[-84.929985, 20.245659]
[-84.900833, 20.245659]
[-84.871681, 20.245659]
[-84.842529, 20.245659]
[-84.813377, 20.245659]
[-84.784233, 20.245659]
[-84.755081, 20.245659]
[-84.725929, 20.245659]
[-84.696777, 20.245659]
[-84.667633, 20.245659]
[-84.638481, 20.245659]
[-84.609329, 20.245659]
[-84.580177, 20.245659]
[-84.551025, 20.245659]
[-84.521881, 20.245659]
[-84.492729, 20.245659]
[-84.463577, 20.245659]
[-84.434425, 20.245659]
[-84.405273, 20.245659]
[-84.376129, 20.245659]
[-84.346977, 20.245659]
[-84.317825, 20.245659]
[-84.288673, 20.245659]
[-84.259521, 20.245659]
[-84.230377, 20.245659]
[-84.201225, 20.245659]
[-84.172073, 20.245659]
[-84.142921, 20.245659]
[-84.11377, 20.245659]
[-84.084625, 20.245659]
[-84.055473, 20.245659]
[-84.026321, 20.245659]
[-83.997169, 20.245659]
[-83.968018, 20.245659]
[-83.938873, 20.245659]
[-83.909721, 20.245659]
[-83.880569, 20.245659]
[-83.851418, 20.245659]
[-83.822266, 20.245659]
[-83.793121, 20.245659]
[-83.763969, 20.245659]
[-83.734818, 20.245659]
[-83.705666, 20.245659]
[-83.676514, 20.245659]
[-83.647369, 20.245659]
[-83.618217, 20.245659]
[-83.589066, 20.245659]
[-83.559914, 20.245659]
[-83.530762, 20.245659]
[-83.501617, 20.245659]
[-83.472466, 20.245659]
[-83.443314, 20.245659]
[-83.414162, 20.245659]
[-83.38501, 20.245659]
[-83.355865, 20.245659]
[-83.326714, 20.245659]
[-83.297562, 20.245659]
[-83.26841, 20.245659]
[-83.239258, 20.245659]
[-83.210114, 20.245659]
[-83.180962, 20.245659]
[-83.15181, 20.245659]
[-83.122658, 20.245659]
[-83.093513, 20.245659]
[-83.064362, 20.245659]
[-83.03521, 20.245659]
[-83.006058, 20.245659]
[-82.976906, 20.245659]
[-82.947762, 20.245659]
[-82.91861, 20.245659]
[-82.889458, 20.245659]
[-82.860306, 20.245659]
[-82.831154, 20.245659]
[-82.80201, 20.245659]
[-82.772858, 20.245659]
[-82.743706, 20.245659]
[-82.714554, 20.245659]
[-82.685402, 20.245659]
[-82.656258, 20.245659]
[-82.627106, 20.245659]
[-82.597954, 20.245659]
[-82.568802, 20.245659]
[-82.53965, 20.245659]
[-82.510506, 20.245659]
[-82.481354, 20.245659]
[-82.452202, 20.245659]
[-82.42305, 20.245659]
[-82.393898, 20.245659]
[-82.364754, 20.245659]
[-82.335602, 20.245659]
[-82.30645, 20.245659]
[-82.277298, 20.245659]
[-82.248146, 20.245659]
[-82.219002, 20.245659]
[-82.18985, 20.245659]
[-82.160698, 20.245659]
[-82.131546, 20.245659]
[-82.102394, 20.245659]
[-82.07325, 20.245659]
[-82.044098, 20.245659]
[-82.014946, 20.245659]
[-81.985794, 20.245659]
[-81.956642, 20.245659]
[-81.927498, 20.245659]
[-81.898346, 20.245659]
[-81.869194, 20.245659]
[-81.840042, 20.245659]
[-81.810898, 20.245659]
[-81.781746, 20.245659]
[-81.752594, 20.245659]
[-81.723442, 20.245659]
[-81.69429, 20.245659]
[-81.665146, 20.245659]
[-81.635994, 20.245659]
[-81.606842, 20.245659]
[-81.57769, 20.245659]
[-81.548538, 20.245659]
[-81.519394, 20.245659]
[-81.490242, 20.245659]
[-81.46109, 20.245659]
[-81.431938, 20.245659]
[-81.402786, 20.245659]
[-81.373642, 20.245659]
[-81.34449, 20.245659]
[-81.315338, 20.245659]
[-81.286186, 20.245659]
[-81.257034, 20.245659]
[-81.22789, 20.245659]
[-81.198738, 20.245659]
[-81.169586, 20.245659]
[-81.140434, 20.245659]
[-81.111282, 20.245659]
[-81.082138, 20.245659]
[-81.052986, 20.245659]
[-81.023834, 20.245659]
[-80.994682, 20.245659]
[-80.96553, 20.245659]
[-80.936386, 20.245659]
[-80.907234, 20.245659]
[-80.878082, 20.245659]
[-80.84893, 20.245659]
[-80.819778, 20.245659]
[-80.790634, 20.245659]
[-80.761482, 20.245659]
[-80.73233, 20.245659]
[-80.703178, 20.245659]
[-80.674026, 20.245659]
[-80.644882, 20.245659]
[-80.61573, 20.245659]
[-80.586578, 20.245659]
[-80.557426, 20.245659]
[-80.528275, 20.245659]
[-80.49913, 20.245659]
[-80.469978, 20.245659]
[-80.440826, 20.245659]
[-80.411674, 20.245659]
[-80.38253, 20.245659]
[-80.353378, 20.245659]
[-80.324226, 20.245659]
[-80.295074, 20.245659]
[-80.265923, 20.245659]
[-80.236778, 20.245659]
[-80.207626, 20.245659]
[-80.178474, 20.245659]
[-80.149323, 20.245659]
[-80.120171, 20.245659]
[-80.091026, 20.245659]
[-80.061874, 20.245659]
[-80.032722, 20.245659]
[-80.003571, 20.245659]
[-79.974419, 20.245659]
[-79.945274, 20.245659]
[-79.916122, 20.245659]
[-79.886971, 20.245659]
[-79.857819, 20.245659]
[-79.828667, 20.245659]
[-79.799522, 20.245659]
[-79.77037, 20.245659]
[-79.741219, 20.245659]
[-79.712067, 20.245659]
[-79.682915, 20.245659]
[-79.65377, 20.245659]
[-79.624619, 20.245659]
[-79.595467, 20.245659]
[-79.566315, 20.245659]
[-79.537163, 20.245659]
[-79.508018, 20.245659]
[-79.478867, 20.245659]
[-79.449715, 20.245659]
[-79.420563, 20.245659]
[-79.391411, 20.245659]
[-79.362267, 20.245659]
[-79.333115, 20.245659]
[-79.303963, 20.245659]
[-79.274811, 20.245659]
[-79.245659, 20.245659]
[-79.216515, 20.245659]
[-79.187363, 20.245659]
[-79.158211, 20.245659]
[-79.129059, 20.245659]
[-79.099907, 20.245659]
